canonical_run_id,dataset,seed,variant,K,fidelity,standard_A_reusable,standard_B_reusable,exposure_provenance,task_matrix_sha256,source_path,reason_for_reuse
U00020,ember,42,full_hybrid,100,EXACTLY_COMPATIBLE,yes,yes_as_native_target_schedule,EXACTLY_RECONSTRUCTED_FROM_RUNNER,bebb5a2a8211ae76c2fcedc2c86098fbf6768e774c28393672b4f834d43f0240,paper_ready/AHR_MalCL_HR_reproducibility_release_v15_5/historical_outputs/anchored_hr/ember/seed_42,authoritative exact V15.5 MAIN-K Full cell
U00207,ember,43,full_hybrid,100,EXACTLY_COMPATIBLE,yes,yes_as_native_target_schedule,EXACTLY_RECONSTRUCTED_FROM_RUNNER,d5ea2ef43a130f1b7ad9a2780b92e94bb8a4abff72937d395ed9671095785284,paper_ready/AHR_MalCL_HR_reproducibility_release_v15_5/historical_outputs/anchored_hr/ember/seed_43,authoritative exact V15.5 MAIN-K Full cell
U00318,ember,44,full_hybrid,100,EXACTLY_COMPATIBLE,yes,yes_as_native_target_schedule,EXACTLY_RECONSTRUCTED_FROM_RUNNER,a64e28356a2e4436dcda94f841e69d8e1c2a21229bf90445875aa9c070f7ad99,paper_ready/AHR_MalCL_HR_reproducibility_release_v15_5/historical_outputs/anchored_hr/ember/seed_44,authoritative exact V15.5 MAIN-K Full cell
U00282,ember,45,full_hybrid,100,EXACTLY_COMPATIBLE,yes,yes_as_native_target_schedule,EXACTLY_RECONSTRUCTED_FROM_RUNNER,ada0074ada5545185b165722a338593de05b9d14966697f701f726824ac336e2,paper_ready/AHR_MalCL_HR_reproducibility_release_v15_5/historical_outputs/anchored_hr/ember/seed_45,authoritative exact V15.5 MAIN-K Full cell
U00250,ember,46,full_hybrid,100,EXACTLY_COMPATIBLE,yes,yes_as_native_target_schedule,EXACTLY_RECONSTRUCTED_FROM_RUNNER,b27867ebb543e69c2f00185f3590aef82e2da7721a0ef188d7be1f99cf1eb0de,paper_ready/AHR_MalCL_HR_reproducibility_release_v15_5/historical_outputs/anchored_hr/ember/seed_46,authoritative exact V15.5 MAIN-K Full cell
U00043,ember,47,full_hybrid,100,EXACTLY_COMPATIBLE,yes,yes_as_native_target_schedule,EXACTLY_RECONSTRUCTED_FROM_RUNNER,23f41405055e21a463843666836aa5037423030d8b5ee038c7365cc276bc681c,paper_ready/AHR_MalCL_HR_reproducibility_release_v15_5/historical_outputs/anchored_hr/ember/seed_47,authoritative exact V15.5 MAIN-K Full cell
U00171,ember,48,full_hybrid,100,EXACTLY_COMPATIBLE,yes,yes_as_native_target_schedule,EXACTLY_RECONSTRUCTED_FROM_RUNNER,3525c537552fb6490a6f906e77b8b15b35d45202025851348c4b774f90fe8074,paper_ready/AHR_MalCL_HR_reproducibility_release_v15_5/historical_outputs/anchored_hr/ember/seed_48,authoritative exact V15.5 MAIN-K Full cell
U00387,ember,49,full_hybrid,100,EXACTLY_COMPATIBLE,yes,yes_as_native_target_schedule,EXACTLY_RECONSTRUCTED_FROM_RUNNER,28ff7e0915ff299ba811b7229a25a0ab46981e26e140cfc246ef6e46ad8904c4,paper_ready/AHR_MalCL_HR_reproducibility_release_v15_5/historical_outputs/anchored_hr/ember/seed_49,authoritative exact V15.5 MAIN-K Full cell
U00094,ember,50,full_hybrid,100,EXACTLY_COMPATIBLE,yes,yes_as_native_target_schedule,EXACTLY_RECONSTRUCTED_FROM_RUNNER,3968d844e58cdfcaad4c309bcc85f6ccd88584dfa53d6cc72d8db432ea62227c,paper_ready/AHR_MalCL_HR_reproducibility_release_v15_5/historical_outputs/anchored_hr/ember/seed_50,authoritative exact V15.5 MAIN-K Full cell
U00295,ember,51,full_hybrid,100,EXACTLY_COMPATIBLE,yes,yes_as_native_target_schedule,EXACTLY_RECONSTRUCTED_FROM_RUNNER,bb4638b858e593250afe29830ff00cecbf36dff0b60f2c9f1384d1a61d5ef53f,paper_ready/AHR_MalCL_HR_reproducibility_release_v15_5/historical_outputs/anchored_hr/ember/seed_51,authoritative exact V15.5 MAIN-K Full cell
U00290,az_class,42,current_only,NA,COMPATIBLE_WITH_RECONSTRUCTED_EVIDENCE,yes,no,EXACTLY_RECONSTRUCTED_FROM_RUNNER for steps; ANALYTIC_EXPECTATION for source/class draws,9774a50f741ec9d5614c5ff0d58e700903269d565ad061c22a65305ae82dfd28,result/final-run/AZ-Class/ablation/classifier_real_only/ahr_malcl_v15_1_final_ablation_critic5_az_k100_classifier_real_only_results.json#run[0],native-protocol control with verified config/runner semantics and complete matrix
U00133,az_class,43,current_only,NA,COMPATIBLE_WITH_RECONSTRUCTED_EVIDENCE,yes,no,EXACTLY_RECONSTRUCTED_FROM_RUNNER for steps; ANALYTIC_EXPECTATION for source/class draws,c3bc07b475c68c1344d702289ec34445e702e58e29e46eeda370c88cab0142f4,result/final-run/AZ-Class/ablation/classifier_real_only/ahr_malcl_v15_1_final_ablation_critic5_az_k100_classifier_real_only_results.json#run[1],native-protocol control with verified config/runner semantics and complete matrix
U00252,az_class,44,current_only,NA,COMPATIBLE_WITH_RECONSTRUCTED_EVIDENCE,yes,no,EXACTLY_RECONSTRUCTED_FROM_RUNNER for steps; ANALYTIC_EXPECTATION for source/class draws,fded7a9d2ba1d7e42e77668fa9c3a040dbd9ef59b8c37a3981f3d036c0881158,result/final-run/AZ-Class/ablation/classifier_real_only/ahr_malcl_v15_1_final_ablation_critic5_az_k100_classifier_real_only_results.json#run[2],native-protocol control with verified config/runner semantics and complete matrix
U00110,az_class,45,current_only,NA,COMPATIBLE_WITH_RECONSTRUCTED_EVIDENCE,yes,no,EXACTLY_RECONSTRUCTED_FROM_RUNNER for steps; ANALYTIC_EXPECTATION for source/class draws,dc8b3a5401e793a57a2bf862c7f3c46fe5f3478614ac85497989f61d03e86a5e,result/final-run/AZ-Class/ablation/classifier_real_only/ahr_malcl_v15_1_final_ablation_critic5_az_k100_classifier_real_only_results.json#run[3],native-protocol control with verified config/runner semantics and complete matrix
U00202,az_class,46,current_only,NA,COMPATIBLE_WITH_RECONSTRUCTED_EVIDENCE,yes,no,EXACTLY_RECONSTRUCTED_FROM_RUNNER for steps; ANALYTIC_EXPECTATION for source/class draws,f7a68fab2613f7ca083ad777ec22b0519dd811aecd61c38787c8f55f65a105a1,result/final-run/AZ-Class/ablation/classifier_real_only/ahr_malcl_v15_1_final_ablation_critic5_az_k100_classifier_real_only_results.json#run[4],native-protocol control with verified config/runner semantics and complete matrix
U00281,ember,42,current_only,NA,COMPATIBLE_WITH_RECONSTRUCTED_EVIDENCE,yes,no,EXACTLY_RECONSTRUCTED_FROM_RUNNER for steps; ANALYTIC_EXPECTATION for source/class draws,8a789a9174ba1a9d82332df30f3c21b28dcb7bbcc91e698cf7080b4dcf790566,result/final-run/EMBER/ablations/classifier real only /ahr_malcl_v15_1_ablation_critic5_classifier_real_only_results.json#run[0],native-protocol control with verified config/runner semantics and complete matrix
U00304,ember,43,current_only,NA,COMPATIBLE_WITH_RECONSTRUCTED_EVIDENCE,yes,no,EXACTLY_RECONSTRUCTED_FROM_RUNNER for steps; ANALYTIC_EXPECTATION for source/class draws,e9e9a15bd27ca0a7caaa970a1217a6cbc8b8a319e57bb6782a012479558c9fba,result/final-run/EMBER/ablations/classifier real only /ahr_malcl_v15_1_ablation_critic5_classifier_real_only_results.json#run[1],native-protocol control with verified config/runner semantics and complete matrix
U00084,ember,44,current_only,NA,COMPATIBLE_WITH_RECONSTRUCTED_EVIDENCE,yes,no,EXACTLY_RECONSTRUCTED_FROM_RUNNER for steps; ANALYTIC_EXPECTATION for source/class draws,f1286fa8d2641dc8830898576c67f74611356820f1abc96de0bf6dfd77bed314,result/final-run/EMBER/ablations/classifier real only /ahr_malcl_v15_1_ablation_critic5_classifier_real_only_results.json#run[2],native-protocol control with verified config/runner semantics and complete matrix
U00120,ember,45,current_only,NA,COMPATIBLE_WITH_RECONSTRUCTED_EVIDENCE,yes,no,EXACTLY_RECONSTRUCTED_FROM_RUNNER for steps; ANALYTIC_EXPECTATION for source/class draws,d6aa729aebf8da10714e24c01cc9d3898a3715c9c5737462e66e58da713a784a,result/final-run/EMBER/ablations/classifier real only /ahr_malcl_v15_1_ablation_critic5_classifier_real_only_results.json#run[3],native-protocol control with verified config/runner semantics and complete matrix
U00035,ember,46,current_only,NA,COMPATIBLE_WITH_RECONSTRUCTED_EVIDENCE,yes,no,EXACTLY_RECONSTRUCTED_FROM_RUNNER for steps; ANALYTIC_EXPECTATION for source/class draws,8e47402559a84d144405b4c07441f2963c9c7bbf0280e1b8a84a2b073a4f5fae,result/final-run/EMBER/ablations/classifier real only /ahr_malcl_v15_1_ablation_critic5_classifier_real_only_results.json#run[4],native-protocol control with verified config/runner semantics and complete matrix
U00131,az_class,42,generated_only,100,COMPATIBLE_WITH_RECONSTRUCTED_EVIDENCE,yes,no,EXACTLY_RECONSTRUCTED_FROM_RUNNER for steps; ANALYTIC_EXPECTATION for source/class draws,1ad7e83fd68548cbb5e5fa96710e92c97f5218f68e355e2208af4c4d83ed261c,result/final-run/AZ-Class/ablation/wgan_projection_generated_only/ahr_malcl_v15_1_final_ablation_critic5_az_k100_wgan_projection_generated_only_results.json#run[0],native-protocol control with verified config/runner semantics and complete matrix
U00193,az_class,43,generated_only,100,COMPATIBLE_WITH_RECONSTRUCTED_EVIDENCE,yes,no,EXACTLY_RECONSTRUCTED_FROM_RUNNER for steps; ANALYTIC_EXPECTATION for source/class draws,bace9390b3a5a547252b73dca2623071cdf13752aa913376f72cd359ee9f7d9a,result/final-run/AZ-Class/ablation/wgan_projection_generated_only/ahr_malcl_v15_1_final_ablation_critic5_az_k100_wgan_projection_generated_only_results.json#run[1],native-protocol control with verified config/runner semantics and complete matrix
U00039,az_class,44,generated_only,100,COMPATIBLE_WITH_RECONSTRUCTED_EVIDENCE,yes,no,EXACTLY_RECONSTRUCTED_FROM_RUNNER for steps; ANALYTIC_EXPECTATION for source/class draws,3211c8e90ca9fffbd10c83c8aaffc032b16486b0e776ca7fdf3adb19301cded8,result/final-run/AZ-Class/ablation/wgan_projection_generated_only/ahr_malcl_v15_1_final_ablation_critic5_az_k100_wgan_projection_generated_only_results.json#run[2],native-protocol control with verified config/runner semantics and complete matrix
U00378,az_class,45,generated_only,100,COMPATIBLE_WITH_RECONSTRUCTED_EVIDENCE,yes,no,EXACTLY_RECONSTRUCTED_FROM_RUNNER for steps; ANALYTIC_EXPECTATION for source/class draws,9dd4ce749f54f7d6c14f316109ea7fc31eed7dcaecdfe25c4350cf512d965050,result/final-run/AZ-Class/ablation/wgan_projection_generated_only/ahr_malcl_v15_1_final_ablation_critic5_az_k100_wgan_projection_generated_only_results.json#run[3],native-protocol control with verified config/runner semantics and complete matrix
U00179,az_class,46,generated_only,100,COMPATIBLE_WITH_RECONSTRUCTED_EVIDENCE,yes,no,EXACTLY_RECONSTRUCTED_FROM_RUNNER for steps; ANALYTIC_EXPECTATION for source/class draws,37cd9b088cf16fd4ad5deab4c77b455f62ee28ed9814a4c1e6f4da65e0f4a5d0,result/final-run/AZ-Class/ablation/wgan_projection_generated_only/ahr_malcl_v15_1_final_ablation_critic5_az_k100_wgan_projection_generated_only_results.json#run[4],native-protocol control with verified config/runner semantics and complete matrix
U00271,ember,42,generated_only,100,COMPATIBLE_WITH_RECONSTRUCTED_EVIDENCE,yes,no,EXACTLY_RECONSTRUCTED_FROM_RUNNER for steps; ANALYTIC_EXPECTATION for source/class draws,fc9bfaefe4bc7e584c40bbdf751d4e6323a7cd08ea2dd2aea42042081cfa7b6e,result/final-run/EMBER/ablations/wgan-projection-generated-only/ahr_malcl_v15_1_ablation_critic5_wgan_projection_generated_only_results.json#run[0],native-protocol control with verified config/runner semantics and complete matrix
U00169,ember,43,generated_only,100,COMPATIBLE_WITH_RECONSTRUCTED_EVIDENCE,yes,no,EXACTLY_RECONSTRUCTED_FROM_RUNNER for steps; ANALYTIC_EXPECTATION for source/class draws,08e1b99160e37b9a41e3758918f3ce9ec6d7ab4409cafab188ee5a9275c8ff79,result/final-run/EMBER/ablations/wgan-projection-generated-only/ahr_malcl_v15_1_ablation_critic5_wgan_projection_generated_only_results.json#run[1],native-protocol control with verified config/runner semantics and complete matrix
U00124,ember,44,generated_only,100,COMPATIBLE_WITH_RECONSTRUCTED_EVIDENCE,yes,no,EXACTLY_RECONSTRUCTED_FROM_RUNNER for steps; ANALYTIC_EXPECTATION for source/class draws,ded494a50b77bfca090930b6e2486ca9813f3ade5197221fa8825d49f92341a5,result/final-run/EMBER/ablations/wgan-projection-generated-only/ahr_malcl_v15_1_ablation_critic5_wgan_projection_generated_only_results.json#run[2],native-protocol control with verified config/runner semantics and complete matrix
U00377,ember,45,generated_only,100,COMPATIBLE_WITH_RECONSTRUCTED_EVIDENCE,yes,no,EXACTLY_RECONSTRUCTED_FROM_RUNNER for steps; ANALYTIC_EXPECTATION for source/class draws,26e0e2d2b8ee35969a36231a53a96e8e619d0ca8d74f3e51c13007bb10cbe6cc,result/final-run/EMBER/ablations/wgan-projection-generated-only/ahr_malcl_v15_1_ablation_critic5_wgan_projection_generated_only_results.json#run[3],native-protocol control with verified config/runner semantics and complete matrix
U00184,ember,46,generated_only,100,COMPATIBLE_WITH_RECONSTRUCTED_EVIDENCE,yes,no,EXACTLY_RECONSTRUCTED_FROM_RUNNER for steps; ANALYTIC_EXPECTATION for source/class draws,0eb49970b0d5cca87a14d5dbeeaadf1adc33031d827543738039d659bf59265c,result/final-run/EMBER/ablations/wgan-projection-generated-only/ahr_malcl_v15_1_ablation_critic5_wgan_projection_generated_only_results.json#run[4],native-protocol control with verified config/runner semantics and complete matrix
