canonical_run_id,dataset,seed,variant,K,source_provenance,fidelity,source_path,result_path,result_sha256,task_matrix_sha256,runner_family,environment,class_order_protocol,class_order_evidence
U00290,az_class,42,current_only,NA,HISTORICAL_REUSED,COMPATIBLE_WITH_RECONSTRUCTED_EVIDENCE,result/final-run/AZ-Class/ablation/classifier_real_only/ahr_malcl_v15_1_final_ablation_critic5_az_k100_classifier_real_only_results.json#run[0],result/final-run/AZ-Class/ablation/classifier_real_only/ahr_malcl_v15_1_final_ablation_critic5_az_k100_classifier_real_only_results.json,2b1860fea24aca43d2397084d862f2b73cf0f42cd0d4919dc770c147b68dcc2b,129631cc10c1e2963b663a230eb767ec45337bcf98593bbc5a90b2160167b23e,Preserved historical V15.5 runner,not fully serialized in reusable aggregate/raw evidence,numpy.random.RandomState(seed).permutation(100),INFERRED_FROM_SEEDED_PROTOCOL
U00133,az_class,43,current_only,NA,HISTORICAL_REUSED,COMPATIBLE_WITH_RECONSTRUCTED_EVIDENCE,result/final-run/AZ-Class/ablation/classifier_real_only/ahr_malcl_v15_1_final_ablation_critic5_az_k100_classifier_real_only_results.json#run[1],result/final-run/AZ-Class/ablation/classifier_real_only/ahr_malcl_v15_1_final_ablation_critic5_az_k100_classifier_real_only_results.json,2b1860fea24aca43d2397084d862f2b73cf0f42cd0d4919dc770c147b68dcc2b,e51ee7cbdce905c35a22cd56355f5fb832e6b823ec58ea1805e059f7ff03869e,Preserved historical V15.5 runner,not fully serialized in reusable aggregate/raw evidence,numpy.random.RandomState(seed).permutation(100),INFERRED_FROM_SEEDED_PROTOCOL
U00252,az_class,44,current_only,NA,HISTORICAL_REUSED,COMPATIBLE_WITH_RECONSTRUCTED_EVIDENCE,result/final-run/AZ-Class/ablation/classifier_real_only/ahr_malcl_v15_1_final_ablation_critic5_az_k100_classifier_real_only_results.json#run[2],result/final-run/AZ-Class/ablation/classifier_real_only/ahr_malcl_v15_1_final_ablation_critic5_az_k100_classifier_real_only_results.json,2b1860fea24aca43d2397084d862f2b73cf0f42cd0d4919dc770c147b68dcc2b,c682988dff64c22b1636843b9147df936940e8286f445bcc432a9f3b70d7e700,Preserved historical V15.5 runner,not fully serialized in reusable aggregate/raw evidence,numpy.random.RandomState(seed).permutation(100),INFERRED_FROM_SEEDED_PROTOCOL
U00110,az_class,45,current_only,NA,HISTORICAL_REUSED,COMPATIBLE_WITH_RECONSTRUCTED_EVIDENCE,result/final-run/AZ-Class/ablation/classifier_real_only/ahr_malcl_v15_1_final_ablation_critic5_az_k100_classifier_real_only_results.json#run[3],result/final-run/AZ-Class/ablation/classifier_real_only/ahr_malcl_v15_1_final_ablation_critic5_az_k100_classifier_real_only_results.json,2b1860fea24aca43d2397084d862f2b73cf0f42cd0d4919dc770c147b68dcc2b,f3f81e8c9b92b9d1523b0587c7bb070b931b9bbe3e0f4ad580059d23bd807da5,Preserved historical V15.5 runner,not fully serialized in reusable aggregate/raw evidence,numpy.random.RandomState(seed).permutation(100),INFERRED_FROM_SEEDED_PROTOCOL
U00202,az_class,46,current_only,NA,HISTORICAL_REUSED,COMPATIBLE_WITH_RECONSTRUCTED_EVIDENCE,result/final-run/AZ-Class/ablation/classifier_real_only/ahr_malcl_v15_1_final_ablation_critic5_az_k100_classifier_real_only_results.json#run[4],result/final-run/AZ-Class/ablation/classifier_real_only/ahr_malcl_v15_1_final_ablation_critic5_az_k100_classifier_real_only_results.json,2b1860fea24aca43d2397084d862f2b73cf0f42cd0d4919dc770c147b68dcc2b,5012946e0d749fb9abf8b67372219a2494cc0862e2d633246f94b20832fb7446,Preserved historical V15.5 runner,not fully serialized in reusable aggregate/raw evidence,numpy.random.RandomState(seed).permutation(100),INFERRED_FROM_SEEDED_PROTOCOL
current_only__az_class__seed_47,az_class,47,current_only,NA,NEW_STANDARD_A_T4,NEW_V15_5_STANDARD_A_EXECUTION,paper_ready/AHR_MalCL_V15_5_STANDARD_A_RESULTS/AHR_MalCL_V15_5_STANDARD_A/runs/current_only/az_class/seed_47,paper_ready/AHR_MalCL_V15_5_STANDARD_A_RESULTS/AHR_MalCL_V15_5_STANDARD_A/runs/current_only/az_class/seed_47/full-result.json,4f32817a44f01b050ecf00bd79670fe7cf223c3c624c15e5ccf41b6fda2e0aff,5e145b1485e43ea3f9453463050f7021be79ff5f96799773334a507a2179954a,V15.5 Standard-A execution runner,Tesla T4 | Python 3.12.13 | PyTorch 2.11.0+cu128 | CUDA 12.8,numpy.random.RandomState(seed).permutation(100),EXACT_VECTOR_MATCH
current_only__az_class__seed_48,az_class,48,current_only,NA,NEW_STANDARD_A_T4,NEW_V15_5_STANDARD_A_EXECUTION,paper_ready/AHR_MalCL_V15_5_STANDARD_A_RESULTS/AHR_MalCL_V15_5_STANDARD_A/runs/current_only/az_class/seed_48,paper_ready/AHR_MalCL_V15_5_STANDARD_A_RESULTS/AHR_MalCL_V15_5_STANDARD_A/runs/current_only/az_class/seed_48/full-result.json,e0ad61460ad046a8d28f51226ccaacf9468f2d6e6226facbc5c34b2c24665dfe,869dd12c337e8ad3617be9bc93b531d4e30e1314366e911ccc27cc31b81fa634,V15.5 Standard-A execution runner,Tesla T4 | Python 3.12.13 | PyTorch 2.11.0+cu128 | CUDA 12.8,numpy.random.RandomState(seed).permutation(100),EXACT_VECTOR_MATCH
current_only__az_class__seed_49,az_class,49,current_only,NA,NEW_STANDARD_A_T4,NEW_V15_5_STANDARD_A_EXECUTION,paper_ready/AHR_MalCL_V15_5_STANDARD_A_RESULTS/AHR_MalCL_V15_5_STANDARD_A/runs/current_only/az_class/seed_49,paper_ready/AHR_MalCL_V15_5_STANDARD_A_RESULTS/AHR_MalCL_V15_5_STANDARD_A/runs/current_only/az_class/seed_49/full-result.json,614be4ff3c3dfdf70b3f30e0dd2ffd7f9013b42556066520f940db1648b37e40,0ff0fbd8bda6e8a77d7a615f8d9b2d2165895c1b579c2b9881755fb6c4dc0d7b,V15.5 Standard-A execution runner,Tesla T4 | Python 3.12.13 | PyTorch 2.11.0+cu128 | CUDA 12.8,numpy.random.RandomState(seed).permutation(100),EXACT_VECTOR_MATCH
current_only__az_class__seed_50,az_class,50,current_only,NA,NEW_STANDARD_A_T4,NEW_V15_5_STANDARD_A_EXECUTION,paper_ready/AHR_MalCL_V15_5_STANDARD_A_RESULTS/AHR_MalCL_V15_5_STANDARD_A/runs/current_only/az_class/seed_50,paper_ready/AHR_MalCL_V15_5_STANDARD_A_RESULTS/AHR_MalCL_V15_5_STANDARD_A/runs/current_only/az_class/seed_50/full-result.json,10ceae9d04c4e6e6ab31a484d8fa6e4fd709b09860ced6a54fd38000ec482e6f,bd605e4b2f2c3bb95674ac8ec94a91abff6c46b1a9cad45aff4f1e457342de39,V15.5 Standard-A execution runner,Tesla T4 | Python 3.12.13 | PyTorch 2.11.0+cu128 | CUDA 12.8,numpy.random.RandomState(seed).permutation(100),EXACT_VECTOR_MATCH
current_only__az_class__seed_51,az_class,51,current_only,NA,NEW_STANDARD_A_T4,NEW_V15_5_STANDARD_A_EXECUTION,paper_ready/AHR_MalCL_V15_5_STANDARD_A_RESULTS/AHR_MalCL_V15_5_STANDARD_A/runs/current_only/az_class/seed_51,paper_ready/AHR_MalCL_V15_5_STANDARD_A_RESULTS/AHR_MalCL_V15_5_STANDARD_A/runs/current_only/az_class/seed_51/full-result.json,e9c37e48bb5ae51602a280ba35fa74a6f59c06630307479112e5d4d7369aebef,ee10f2a91aec9c03efa7f004c70ef19352d8663233384797b53588761c76c811,V15.5 Standard-A execution runner,Tesla T4 | Python 3.12.13 | PyTorch 2.11.0+cu128 | CUDA 12.8,numpy.random.RandomState(seed).permutation(100),EXACT_VECTOR_MATCH
U00243,az_class,42,full_hybrid,200,HISTORICAL_REUSED,EXACTLY_COMPATIBLE,paper_ready/AHR_MalCL_HR_reproducibility_release_v15_5/historical_outputs/anchored_hr/az_class/seed_42,paper_ready/AHR_MalCL_HR_reproducibility_release_v15_5/historical_outputs/anchored_hr/az_class/seed_42/full-result.json,fbec63f32d9a3e7159bc33d6847bdcefaeea9fa88ac3faf337440d4075fa78e4,a4b0ceab441abd0f0be8ead9709e1fc8de743a8a987794ca21e1e4a9667ca859,Preserved historical V15.5 runner,not fully serialized in reusable aggregate/raw evidence,numpy.random.RandomState(seed).permutation(100),INFERRED_FROM_SEEDED_PROTOCOL
U00363,az_class,43,full_hybrid,200,HISTORICAL_REUSED,EXACTLY_COMPATIBLE,paper_ready/AHR_MalCL_HR_reproducibility_release_v15_5/historical_outputs/anchored_hr/az_class/seed_43,paper_ready/AHR_MalCL_HR_reproducibility_release_v15_5/historical_outputs/anchored_hr/az_class/seed_43/full-result.json,94d9c595b253dc079d43a804df29b968388e32998027bb21fd8d315ed5053d93,3951841f9afc38ee7fa5185ebd57cede77fc313b44a6e5041b99776a35c5ea36,Preserved historical V15.5 runner,not fully serialized in reusable aggregate/raw evidence,numpy.random.RandomState(seed).permutation(100),INFERRED_FROM_SEEDED_PROTOCOL
U00017,az_class,44,full_hybrid,200,HISTORICAL_REUSED,EXACTLY_COMPATIBLE,paper_ready/AHR_MalCL_HR_reproducibility_release_v15_5/historical_outputs/anchored_hr/az_class/seed_44,paper_ready/AHR_MalCL_HR_reproducibility_release_v15_5/historical_outputs/anchored_hr/az_class/seed_44/full-result.json,87b5c162b66a9f15978ae23161cbf0a71aa3ec48972e6c618da63fb0cf956fdf,c1a84ab9351a305a5ebbf37321778de5c2c19ce741855d6f5438acfdd88d48d6,Preserved historical V15.5 runner,not fully serialized in reusable aggregate/raw evidence,numpy.random.RandomState(seed).permutation(100),INFERRED_FROM_SEEDED_PROTOCOL
U00334,az_class,45,full_hybrid,200,HISTORICAL_REUSED,EXACTLY_COMPATIBLE,paper_ready/AHR_MalCL_HR_reproducibility_release_v15_5/historical_outputs/anchored_hr/az_class/seed_45,paper_ready/AHR_MalCL_HR_reproducibility_release_v15_5/historical_outputs/anchored_hr/az_class/seed_45/full-result.json,59c9d3f635de0ea7ac70fad9065db8abc3719875c50d0838b62f6be0bb0cf031,cd147e8dc7f9c0891851f7cfe3fcb524f0d28ebe633655c549da3a8bbd0fcb0d,Preserved historical V15.5 runner,not fully serialized in reusable aggregate/raw evidence,numpy.random.RandomState(seed).permutation(100),INFERRED_FROM_SEEDED_PROTOCOL
U00093,az_class,46,full_hybrid,200,HISTORICAL_REUSED,EXACTLY_COMPATIBLE,paper_ready/AHR_MalCL_HR_reproducibility_release_v15_5/historical_outputs/anchored_hr/az_class/seed_46,paper_ready/AHR_MalCL_HR_reproducibility_release_v15_5/historical_outputs/anchored_hr/az_class/seed_46/full-result.json,777575f00383bf01f97fbdb77b0ea36c9e6af9f71f13560be6b51e9feb989617,19f258ce5228047dba2b5d3121cb913bf5c594460a011fdaf1dab73edfd32c53,Preserved historical V15.5 runner,not fully serialized in reusable aggregate/raw evidence,numpy.random.RandomState(seed).permutation(100),INFERRED_FROM_SEEDED_PROTOCOL
U00380,az_class,47,full_hybrid,200,HISTORICAL_REUSED,EXACTLY_COMPATIBLE,paper_ready/AHR_MalCL_HR_reproducibility_release_v15_5/historical_outputs/anchored_hr/az_class/seed_47,paper_ready/AHR_MalCL_HR_reproducibility_release_v15_5/historical_outputs/anchored_hr/az_class/seed_47/full-result.json,93814b6d3a388f5efd3d5e9a8316cdda370fba61cf4b81cee4e4b05f122a3e4e,99187e822c5718441a2234f1dc9e72880d63956d9102afc583a035817b5e7034,Preserved historical V15.5 runner,not fully serialized in reusable aggregate/raw evidence,numpy.random.RandomState(seed).permutation(100),INFERRED_FROM_SEEDED_PROTOCOL
U00036,az_class,48,full_hybrid,200,HISTORICAL_REUSED,EXACTLY_COMPATIBLE,paper_ready/AHR_MalCL_HR_reproducibility_release_v15_5/historical_outputs/anchored_hr/az_class/seed_48,paper_ready/AHR_MalCL_HR_reproducibility_release_v15_5/historical_outputs/anchored_hr/az_class/seed_48/full-result.json,dd70f8cba28374e5a000c9ce4dec876dd1a0a19b134457de0abbd773b7f388fe,68089ff49d739bfbd54b497447fa75b413fef74fc25b9fa1f2fc76789d794503,Preserved historical V15.5 runner,not fully serialized in reusable aggregate/raw evidence,numpy.random.RandomState(seed).permutation(100),INFERRED_FROM_SEEDED_PROTOCOL
U00354,az_class,49,full_hybrid,200,HISTORICAL_REUSED,EXACTLY_COMPATIBLE,paper_ready/AHR_MalCL_HR_reproducibility_release_v15_5/historical_outputs/anchored_hr/az_class/seed_49,paper_ready/AHR_MalCL_HR_reproducibility_release_v15_5/historical_outputs/anchored_hr/az_class/seed_49/full-result.json,a7a6f0655c38cfa6ef522a6154bec70a2e8f7d1a7ca6404d3d9a6541c18f468a,0214719c94e37dfbc220a0f6e328a34660850f14cb79d7cba38533f6f31e29b1,Preserved historical V15.5 runner,not fully serialized in reusable aggregate/raw evidence,numpy.random.RandomState(seed).permutation(100),INFERRED_FROM_SEEDED_PROTOCOL
U00359,az_class,50,full_hybrid,200,HISTORICAL_REUSED,EXACTLY_COMPATIBLE,paper_ready/AHR_MalCL_HR_reproducibility_release_v15_5/historical_outputs/anchored_hr/az_class/seed_50,paper_ready/AHR_MalCL_HR_reproducibility_release_v15_5/historical_outputs/anchored_hr/az_class/seed_50/full-result.json,d34b859d3d48e1f99335c51f28fd0240ff3baeeeea51cbbe13c362843dbe5981,e33cb77121a01d33a26ca167be8bb3ac14de26427809ec32248ad2dc5aa376d6,Preserved historical V15.5 runner,not fully serialized in reusable aggregate/raw evidence,numpy.random.RandomState(seed).permutation(100),INFERRED_FROM_SEEDED_PROTOCOL
U00070,az_class,51,full_hybrid,200,HISTORICAL_REUSED,EXACTLY_COMPATIBLE,paper_ready/AHR_MalCL_HR_reproducibility_release_v15_5/historical_outputs/anchored_hr/az_class/seed_51,paper_ready/AHR_MalCL_HR_reproducibility_release_v15_5/historical_outputs/anchored_hr/az_class/seed_51/full-result.json,f3262618a4d412b7bbcc28bbdf240d6d5331247d848ed6e734fb1a9160424ab2,22ceb207e03092b5506ad1ff9fafa44f0639884297c1a941329be8d731d1e196,Preserved historical V15.5 runner,not fully serialized in reusable aggregate/raw evidence,numpy.random.RandomState(seed).permutation(100),INFERRED_FROM_SEEDED_PROTOCOL
U00131,az_class,42,generated_only,100,HISTORICAL_REUSED,COMPATIBLE_WITH_RECONSTRUCTED_EVIDENCE,result/final-run/AZ-Class/ablation/wgan_projection_generated_only/ahr_malcl_v15_1_final_ablation_critic5_az_k100_wgan_projection_generated_only_results.json#run[0],result/final-run/AZ-Class/ablation/wgan_projection_generated_only/ahr_malcl_v15_1_final_ablation_critic5_az_k100_wgan_projection_generated_only_results.json,0356dc6979b27a5a2415943576a755c4f88da714333570c8fea2028f63294e51,f4055481b6199c0daf26f482b3f512a3b393d47889925d4ab6396923941ea6cd,Preserved historical V15.5 runner,not fully serialized in reusable aggregate/raw evidence,numpy.random.RandomState(seed).permutation(100),INFERRED_FROM_SEEDED_PROTOCOL
U00193,az_class,43,generated_only,100,HISTORICAL_REUSED,COMPATIBLE_WITH_RECONSTRUCTED_EVIDENCE,result/final-run/AZ-Class/ablation/wgan_projection_generated_only/ahr_malcl_v15_1_final_ablation_critic5_az_k100_wgan_projection_generated_only_results.json#run[1],result/final-run/AZ-Class/ablation/wgan_projection_generated_only/ahr_malcl_v15_1_final_ablation_critic5_az_k100_wgan_projection_generated_only_results.json,0356dc6979b27a5a2415943576a755c4f88da714333570c8fea2028f63294e51,58ceb7aec40581c8c72487328f3488ea5be113fd8a17d8860c22675f3e2be209,Preserved historical V15.5 runner,not fully serialized in reusable aggregate/raw evidence,numpy.random.RandomState(seed).permutation(100),INFERRED_FROM_SEEDED_PROTOCOL
U00039,az_class,44,generated_only,100,HISTORICAL_REUSED,COMPATIBLE_WITH_RECONSTRUCTED_EVIDENCE,result/final-run/AZ-Class/ablation/wgan_projection_generated_only/ahr_malcl_v15_1_final_ablation_critic5_az_k100_wgan_projection_generated_only_results.json#run[2],result/final-run/AZ-Class/ablation/wgan_projection_generated_only/ahr_malcl_v15_1_final_ablation_critic5_az_k100_wgan_projection_generated_only_results.json,0356dc6979b27a5a2415943576a755c4f88da714333570c8fea2028f63294e51,788d4c129d8cb65c0d82e4b2dc9116b0aa3e0147d465263e9e29353bd057e89a,Preserved historical V15.5 runner,not fully serialized in reusable aggregate/raw evidence,numpy.random.RandomState(seed).permutation(100),INFERRED_FROM_SEEDED_PROTOCOL
U00378,az_class,45,generated_only,100,HISTORICAL_REUSED,COMPATIBLE_WITH_RECONSTRUCTED_EVIDENCE,result/final-run/AZ-Class/ablation/wgan_projection_generated_only/ahr_malcl_v15_1_final_ablation_critic5_az_k100_wgan_projection_generated_only_results.json#run[3],result/final-run/AZ-Class/ablation/wgan_projection_generated_only/ahr_malcl_v15_1_final_ablation_critic5_az_k100_wgan_projection_generated_only_results.json,0356dc6979b27a5a2415943576a755c4f88da714333570c8fea2028f63294e51,77abf5d236b040268cf63def32e5dd4edf969ea872c64e8a711de7b4ce8d269b,Preserved historical V15.5 runner,not fully serialized in reusable aggregate/raw evidence,numpy.random.RandomState(seed).permutation(100),INFERRED_FROM_SEEDED_PROTOCOL
U00179,az_class,46,generated_only,100,HISTORICAL_REUSED,COMPATIBLE_WITH_RECONSTRUCTED_EVIDENCE,result/final-run/AZ-Class/ablation/wgan_projection_generated_only/ahr_malcl_v15_1_final_ablation_critic5_az_k100_wgan_projection_generated_only_results.json#run[4],result/final-run/AZ-Class/ablation/wgan_projection_generated_only/ahr_malcl_v15_1_final_ablation_critic5_az_k100_wgan_projection_generated_only_results.json,0356dc6979b27a5a2415943576a755c4f88da714333570c8fea2028f63294e51,a443e226d05792ac6bf6029eff2afca519ccd77f7b9370a43882d68462be47cb,Preserved historical V15.5 runner,not fully serialized in reusable aggregate/raw evidence,numpy.random.RandomState(seed).permutation(100),INFERRED_FROM_SEEDED_PROTOCOL
generated_only__az_class__seed_47,az_class,47,generated_only,100,NEW_STANDARD_A_T4,NEW_V15_5_STANDARD_A_EXECUTION,paper_ready/AHR_MalCL_V15_5_STANDARD_A_RESULTS/AHR_MalCL_V15_5_STANDARD_A/runs/generated_only/az_class/seed_47,paper_ready/AHR_MalCL_V15_5_STANDARD_A_RESULTS/AHR_MalCL_V15_5_STANDARD_A/runs/generated_only/az_class/seed_47/full-result.json,4d16314583cf31d35ac455eb44f16ea6488e764394d18ea8805c4f59a7b6f21b,f50b6c6e3a7212457ef8919b193627feca7c768a84dabd86da4b4a0f4462f97a,V15.5 Standard-A execution runner,Tesla T4 | Python 3.12.13 | PyTorch 2.11.0+cu128 | CUDA 12.8,numpy.random.RandomState(seed).permutation(100),EXACT_VECTOR_MATCH
generated_only__az_class__seed_48,az_class,48,generated_only,100,NEW_STANDARD_A_T4,NEW_V15_5_STANDARD_A_EXECUTION,paper_ready/AHR_MalCL_V15_5_STANDARD_A_RESULTS/AHR_MalCL_V15_5_STANDARD_A/runs/generated_only/az_class/seed_48,paper_ready/AHR_MalCL_V15_5_STANDARD_A_RESULTS/AHR_MalCL_V15_5_STANDARD_A/runs/generated_only/az_class/seed_48/full-result.json,cba72dfce1dd719b4094122a3356c85ae7c0242cb62439827408026e61603a61,8a125ec061b4caff30776e6abbcd97338531ea79ee18f48ad53760d3594c4738,V15.5 Standard-A execution runner,Tesla T4 | Python 3.12.13 | PyTorch 2.11.0+cu128 | CUDA 12.8,numpy.random.RandomState(seed).permutation(100),EXACT_VECTOR_MATCH
