dataset,seed,historical_runner,historical_runner_sha256,raw_output,raw_output_sha256,matrix_field,postprocessor,postprocessor_sha256,normalized_matrix,normalized_matrix_sha256,chain_complete,notes
AZ-Class,42,NOT_RECOVERED,,historical_outputs/adapted_malcl/az_class/seed_42/per_task_metrics.csv,da9931911e9f0d1ac531c1a125cf16e90da86347b7f08f5beb98390aad07276e,taskwise_accuracies,NOT_RECOVERED,,task_matrices/adapted_malcl__az_class__seed_42.json,975cfb2051df335c7d186edbc0fb148ee9e01d436582a5051829cc9fdcf69b03,false,PATH D: exact preserved CSV is the only matrix source; generating code was not recovered.
AZ-Class,43,NOT_RECOVERED,,historical_outputs/adapted_malcl/az_class/seed_43/per_task_metrics.csv,d51bd62b01989b1716feb4520a1a5cddfc72c3e3366a304c1d2fc0c461827849,taskwise_accuracies,NOT_RECOVERED,,task_matrices/adapted_malcl__az_class__seed_43.json,81cee401f077fb692e408eae702a00fdc9b73322c3317defcfb0c164ce3c8f73,false,PATH D: exact preserved CSV is the only matrix source; generating code was not recovered.
AZ-Class,44,NOT_RECOVERED,,historical_outputs/adapted_malcl/az_class/seed_44/per_task_metrics.csv,43df4b1a90df395835017a3733973d8784431fa61753acd90a67f5db7a17a28e,taskwise_accuracies,NOT_RECOVERED,,task_matrices/adapted_malcl__az_class__seed_44.json,d9282dc2631110a260f5980fcd59fa303f615a279f36b7d4d7a0f4467a9e018d,false,PATH D: exact preserved CSV is the only matrix source; generating code was not recovered.
AZ-Class,45,NOT_RECOVERED,,historical_outputs/adapted_malcl/az_class/seed_45/per_task_metrics.csv,f3188038980a317da6a45b2ea17f38c5398eb757b1fc7a0ccffcbda190bfbef6,taskwise_accuracies,NOT_RECOVERED,,task_matrices/adapted_malcl__az_class__seed_45.json,0e322c93da9bf903776de888d9c0faff6bfca43f13ee818a52795c248dfab668,false,PATH D: exact preserved CSV is the only matrix source; generating code was not recovered.
AZ-Class,46,NOT_RECOVERED,,historical_outputs/adapted_malcl/az_class/seed_46/per_task_metrics.csv,ffc1577f6b07facbc94e343fce239da62bc44dede3409a6c97dd6c05e701a129,taskwise_accuracies,NOT_RECOVERED,,task_matrices/adapted_malcl__az_class__seed_46.json,4ed5f88d13b056335de164a2079bd07d6b297894bcf52de55724f0b239034fb4,false,PATH D: exact preserved CSV is the only matrix source; generating code was not recovered.
AZ-Class,47,NOT_RECOVERED,,historical_outputs/adapted_malcl/az_class/seed_47/per_task_metrics.csv,743af30ed56015a41a30795927d28a2a3fbc9aa63cd1568fceb73d7ab4924734,taskwise_accuracies,NOT_RECOVERED,,task_matrices/adapted_malcl__az_class__seed_47.json,732653b0cfb0fbb00462349bdef74711bba5e9a5b83c479920c73de0ba91baaa,false,PATH D: exact preserved CSV is the only matrix source; generating code was not recovered.
AZ-Class,48,NOT_RECOVERED,,historical_outputs/adapted_malcl/az_class/seed_48/per_task_metrics.csv,5a2e3e9cb6ee34a8b216ba931196d24dafbb240fe0a4dca88921dd618f655fdc,taskwise_accuracies,NOT_RECOVERED,,task_matrices/adapted_malcl__az_class__seed_48.json,ec8ec09d6195b0d730e89244b08bf646d6861c9b746ce7c1e52c1d20c6e07e4d,false,PATH D: exact preserved CSV is the only matrix source; generating code was not recovered.
AZ-Class,49,NOT_RECOVERED,,historical_outputs/adapted_malcl/az_class/seed_49/per_task_metrics.csv,bbfa3bdc016196576a1dc46b22cf92756cdcfc6397c7426098523f992ce8a02f,taskwise_accuracies,NOT_RECOVERED,,task_matrices/adapted_malcl__az_class__seed_49.json,e85d463ff6cc69329b40f4e92bbd5d20497f4eaca35a327cb757d9ee8374b303,false,PATH D: exact preserved CSV is the only matrix source; generating code was not recovered.
AZ-Class,50,NOT_RECOVERED,,historical_outputs/adapted_malcl/az_class/seed_50/per_task_metrics.csv,936747e395102311afae1741be2ee64d461cd57d52ec73f551f26e1aa97e2cb4,taskwise_accuracies,NOT_RECOVERED,,task_matrices/adapted_malcl__az_class__seed_50.json,27ccfb54a6f6e5597bc9d35c7d4b950af8846fcca88dbb40b52fe8786ba07b8f,false,PATH D: exact preserved CSV is the only matrix source; generating code was not recovered.
AZ-Class,51,NOT_RECOVERED,,historical_outputs/adapted_malcl/az_class/seed_51/per_task_metrics.csv,9c58a700318e843f884e85c2020440872f81404f64e0a7f6dc7871d07992230e,taskwise_accuracies,NOT_RECOVERED,,task_matrices/adapted_malcl__az_class__seed_51.json,62f81695f2bedc185ac98964e8e407d7eeb535dc02a48043e9bfe436093a23ec,false,PATH D: exact preserved CSV is the only matrix source; generating code was not recovered.
