dataset,seed,er_source,derpp_source,malcl_source,anchored_hr_source,expected_order_source,all_equal,mismatch_position,notes
AZ-Class,42,historical_outputs/er/az_class/seed_42/full-result.json,historical_outputs/derpp/az_class/seed_42/full-result.json,historical_outputs/adapted_malcl/az_class/seed_42/class_order.json,deterministic: numpy.random.RandomState(seed).permutation(100),numpy.random.RandomState(seed).permutation(100),true,,Anchored-HR order reconstructed from verified runner rule; not serialized in every original output.
AZ-Class,43,historical_outputs/er/az_class/seed_43/full-result.json,historical_outputs/derpp/az_class/seed_43/full-result.json,historical_outputs/adapted_malcl/az_class/seed_43/class_order.json,deterministic: numpy.random.RandomState(seed).permutation(100),numpy.random.RandomState(seed).permutation(100),true,,Anchored-HR order reconstructed from verified runner rule; not serialized in every original output.
AZ-Class,44,historical_outputs/er/az_class/seed_44/full-result.json,historical_outputs/derpp/az_class/seed_44/full-result.json,historical_outputs/adapted_malcl/az_class/seed_44/class_order.json,deterministic: numpy.random.RandomState(seed).permutation(100),numpy.random.RandomState(seed).permutation(100),true,,Anchored-HR order reconstructed from verified runner rule; not serialized in every original output.
AZ-Class,45,historical_outputs/er/az_class/seed_45/full-result.json,historical_outputs/derpp/az_class/seed_45/full-result.json,historical_outputs/adapted_malcl/az_class/seed_45/class_order.json,deterministic: numpy.random.RandomState(seed).permutation(100),numpy.random.RandomState(seed).permutation(100),true,,Anchored-HR order reconstructed from verified runner rule; not serialized in every original output.
AZ-Class,46,historical_outputs/er/az_class/seed_46/full-result.json,historical_outputs/derpp/az_class/seed_46/full-result.json,historical_outputs/adapted_malcl/az_class/seed_46/class_order.json,deterministic: numpy.random.RandomState(seed).permutation(100),numpy.random.RandomState(seed).permutation(100),true,,Anchored-HR order reconstructed from verified runner rule; not serialized in every original output.
AZ-Class,47,historical_outputs/er/az_class/seed_47/full-result.json,historical_outputs/derpp/az_class/seed_47/full-result.json,historical_outputs/adapted_malcl/az_class/seed_47/class_order.json,deterministic: numpy.random.RandomState(seed).permutation(100),numpy.random.RandomState(seed).permutation(100),true,,Anchored-HR order reconstructed from verified runner rule; not serialized in every original output.
AZ-Class,48,historical_outputs/er/az_class/seed_48/full-result.json,historical_outputs/derpp/az_class/seed_48/full-result.json,historical_outputs/adapted_malcl/az_class/seed_48/class_order.json,deterministic: numpy.random.RandomState(seed).permutation(100),numpy.random.RandomState(seed).permutation(100),true,,Anchored-HR order reconstructed from verified runner rule; not serialized in every original output.
AZ-Class,49,historical_outputs/er/az_class/seed_49/full-result.json,historical_outputs/derpp/az_class/seed_49/full-result.json,historical_outputs/adapted_malcl/az_class/seed_49/class_order.json,deterministic: numpy.random.RandomState(seed).permutation(100),numpy.random.RandomState(seed).permutation(100),true,,Anchored-HR order reconstructed from verified runner rule; not serialized in every original output.
AZ-Class,50,historical_outputs/er/az_class/seed_50/full-result.json,historical_outputs/derpp/az_class/seed_50/full-result.json,historical_outputs/adapted_malcl/az_class/seed_50/class_order.json,deterministic: numpy.random.RandomState(seed).permutation(100),numpy.random.RandomState(seed).permutation(100),true,,Anchored-HR order reconstructed from verified runner rule; not serialized in every original output.
AZ-Class,51,historical_outputs/er/az_class/seed_51/full-result.json,historical_outputs/derpp/az_class/seed_51/full-result.json,historical_outputs/adapted_malcl/az_class/seed_51/class_order.json,deterministic: numpy.random.RandomState(seed).permutation(100),numpy.random.RandomState(seed).permutation(100),true,,Anchored-HR order reconstructed from verified runner rule; not serialized in every original output.
