method,dataset,seed,source_file,metric_source,final_taskwise_accuracy,mean_seen_accuracy,forgetting,macro_f1,weighted_f1,balanced_accuracy
protocol-matched adapted MalCL baseline,EMBER,44,task_matrices/adapted_malcl__ember__seed_44.json,V15.4 common task-matrix derivation for AIA/forgetting; unchanged source for other metrics,32.17150375918519,63.54069000626515,28.998948283790504,34.938801893418145,35.54237394626295,41.34385017650487
AHR-MalCL-HR (hybrid_random_buffer),EMBER,45,task_matrices/anchored_hr__ember__seed_45.json,V15.4 common task-matrix derivation for AIA/forgetting; unchanged source for other metrics,81.34740549995443,83.40414089451961,7.573540000000002,72.78329798777622,80.78601878478096,79.3306978445204
ER (standard),EMBER,45,task_matrices/er__ember__seed_45.json,V15.4 common task-matrix derivation for AIA/forgetting; unchanged source for other metrics,84.5688907905577,84.88857442072309,12.249634422474038,76.93850777675944,83.49926345324137,80.48218086580086
DER++ (standard),EMBER,45,task_matrices/derpp__ember__seed_45.json,V15.4 common task-matrix derivation for AIA/forgetting; unchanged source for other metrics,85.32917490728916,85.38010416619464,11.134074613527964,77.29475030529366,83.81764545449145,81.26091162685765
protocol-matched adapted MalCL baseline,EMBER,45,task_matrices/adapted_malcl__ember__seed_45.json,V15.4 common task-matrix derivation for AIA/forgetting; unchanged source for other metrics,32.935347638115196,63.55522034634655,19.610770902045303,41.960242666111085,43.17449753011494,47.60150075360461
AHR-MalCL-HR (hybrid_random_buffer),EMBER,46,task_matrices/anchored_hr__ember__seed_46.json,V15.4 common task-matrix derivation for AIA/forgetting; unchanged source for other metrics,79.74227954639477,83.19592288676635,7.06598,71.74219793461515,80.48214541470325,79.62775795256955
ER (standard),EMBER,46,task_matrices/er__ember__seed_46.json,V15.4 common task-matrix derivation for AIA/forgetting; unchanged source for other metrics,80.23324842127751,83.78734734470875,16.387640319471902,75.80119055007437,83.86353363009187,81.80966112953249
DER++ (standard),EMBER,46,task_matrices/derpp__ember__seed_46.json,V15.4 common task-matrix derivation for AIA/forgetting; unchanged source for other metrics,81.46957187070126,84.3378381382114,14.704209157046805,77.02850008797442,85.11244224290662,82.88495011552176
protocol-matched adapted MalCL baseline,EMBER,46,task_matrices/adapted_malcl__ember__seed_46.json,V15.4 common task-matrix derivation for AIA/forgetting; unchanged source for other metrics,37.010305141122366,54.782091132983965,11.498841899808026,34.96587157815209,47.756674180903644,43.47151710895839
AHR-MalCL-HR (hybrid_random_buffer),EMBER,47,task_matrices/anchored_hr__ember__seed_47.json,V15.4 common task-matrix derivation for AIA/forgetting; unchanged source for other metrics,76.13695404522505,81.04228970888504,10.137730000000001,71.52487533557654,80.22339115312742,79.24180164212403
ER (standard),EMBER,47,task_matrices/er__ember__seed_47.json,V15.4 common task-matrix derivation for AIA/forgetting; unchanged source for other metrics,79.73818741544719,82.44119003060437,17.422630067005546,76.60870863912555,84.36328220046909,81.31227721850345
DER++ (standard),EMBER,47,task_matrices/derpp__ember__seed_47.json,V15.4 common task-matrix derivation for AIA/forgetting; unchanged source for other metrics,80.68508956383556,83.12694019069386,16.116382955856288,77.38296992362972,85.08313655232632,81.87252549923214
protocol-matched adapted MalCL baseline,EMBER,47,task_matrices/adapted_malcl__ember__seed_47.json,V15.4 common task-matrix derivation for AIA/forgetting; unchanged source for other metrics,26.57028939116014,55.05866996655479,21.19188874330274,36.94344858955189,39.14549439869739,42.3130902918138
AHR-MalCL-HR (hybrid_random_buffer),EMBER,48,task_matrices/anchored_hr__ember__seed_48.json,V15.4 common task-matrix derivation for AIA/forgetting; unchanged source for other metrics,76.43013651319698,81.18431556540267,12.51642,72.39063138918515,81.08527798955316,79.88477705834018
ER (standard),EMBER,48,task_matrices/er__ember__seed_48.json,V15.4 common task-matrix derivation for AIA/forgetting; unchanged source for other metrics,78.74003935940027,83.38970325385208,19.029487653156917,76.24271059272232,84.37069716680993,82.39941299467831
DER++ (standard),EMBER,48,task_matrices/derpp__ember__seed_48.json,V15.4 common task-matrix derivation for AIA/forgetting; unchanged source for other metrics,79.42588562570798,84.19796081855328,17.621149655851546,76.67497484684921,84.91650915268951,82.58184152353283
protocol-matched adapted MalCL baseline,EMBER,48,task_matrices/adapted_malcl__ember__seed_48.json,V15.4 common task-matrix derivation for AIA/forgetting; unchanged source for other metrics,26.43494920292227,58.36934352390437,33.072868557996756,38.073901135760956,42.92775560729113,46.36026448668981
AHR-MalCL-HR (hybrid_random_buffer),EMBER,49,task_matrices/anchored_hr__ember__seed_49.json,V15.4 common task-matrix derivation for AIA/forgetting; unchanged source for other metrics,81.51566121728823,81.3899998467275,7.06002,72.31681417708658,80.61517820252878,79.65583074671163
ER (standard),EMBER,49,task_matrices/er__ember__seed_49.json,V15.4 common task-matrix derivation for AIA/forgetting; unchanged source for other metrics,83.36705739352401,83.40938212714758,13.384593305197798,74.95718143039154,83.80470130044208,81.14663446724965
DER++ (standard),EMBER,49,task_matrices/derpp__ember__seed_49.json,V15.4 common task-matrix derivation for AIA/forgetting; unchanged source for other metrics,84.05035660292452,83.16666973604246,12.337658273725438,75.45675274482399,84.56358277545077,81.28627603724183
protocol-matched adapted MalCL baseline,EMBER,49,task_matrices/adapted_malcl__ember__seed_49.json,V15.4 common task-matrix derivation for AIA/forgetting; unchanged source for other metrics,45.477858360621745,59.06979214684789,19.469842522509374,41.09994214155024,54.22805789640513,50.31786870088971
AHR-MalCL-HR (hybrid_random_buffer),EMBER,50,task_matrices/anchored_hr__ember__seed_50.json,V15.4 common task-matrix derivation for AIA/forgetting; unchanged source for other metrics,75.75166813737677,84.12668767835557,11.29419,72.03972939861735,80.49151522016729,80.28952767464462
ER (standard),EMBER,50,task_matrices/er__ember__seed_50.json,V15.4 common task-matrix derivation for AIA/forgetting; unchanged source for other metrics,78.9457584716812,83.8481702271679,18.22009973233445,76.47729063131654,83.70040794129096,80.40356762089196
DER++ (standard),EMBER,50,task_matrices/derpp__ember__seed_50.json,V15.4 common task-matrix derivation for AIA/forgetting; unchanged source for other metrics,80.03661633789395,84.44668204159196,16.504678044116794,77.26569805556893,84.64643677891517,81.12382557395172
protocol-matched adapted MalCL baseline,EMBER,50,task_matrices/adapted_malcl__ember__seed_50.json,V15.4 common task-matrix derivation for AIA/forgetting; unchanged source for other metrics,37.979230211297725,60.013235321673186,15.611685305715554,40.835474470713876,50.53134880165867,48.06569031932976
AHR-MalCL-HR (hybrid_random_buffer),EMBER,51,task_matrices/anchored_hr__ember__seed_51.json,V15.4 common task-matrix derivation for AIA/forgetting; unchanged source for other metrics,78.8722830063903,84.22754201890953,9.304050000000002,71.08472350735575,80.39835868317255,78.8012496549361
ER (standard),EMBER,51,task_matrices/er__ember__seed_51.json,V15.4 common task-matrix derivation for AIA/forgetting; unchanged source for other metrics,80.61900766607967,83.24590258690954,17.091124228420135,75.07582380980973,83.85449189695986,82.22755242655954
DER++ (standard),EMBER,51,task_matrices/derpp__ember__seed_51.json,V15.4 common task-matrix derivation for AIA/forgetting; unchanged source for other metrics,79.36385546690443,83.72109159585158,18.15170371011806,75.91107265840711,81.84903093670741,82.59015368680633
protocol-matched adapted MalCL baseline,EMBER,51,task_matrices/adapted_malcl__ember__seed_51.json,V15.4 common task-matrix derivation for AIA/forgetting; unchanged source for other metrics,47.50338141761271,65.24277504947297,10.94162105899698,44.755722269391946,59.616626978584094,51.83810573992365
AHR-MalCL-HR (hybrid_random_buffer),AZ-Class,42,task_matrices/anchored_hr__az_class__seed_42.json,V15.4 common task-matrix derivation for AIA/forgetting; unchanged source for other metrics,72.83873519348619,75.85797391562461,9.87489,66.38206944923604,70.1538550546022,82.85756341837501
ER (standard),AZ-Class,42,task_matrices/er__az_class__seed_42.json,V15.4 common task-matrix derivation for AIA/forgetting; unchanged source for other metrics,73.00228386359534,72.45678423184496,25.75123090458175,72.31151577060531,71.04153205655157,78.53103370572947
DER++ (standard),AZ-Class,42,task_matrices/derpp__az_class__seed_42.json,V15.4 common task-matrix derivation for AIA/forgetting; unchanged source for other metrics,73.46425518046212,71.45792607901468,25.265701626741166,72.37159842157885,71.61769324437057,79.12063034778484
protocol-matched adapted MalCL baseline,AZ-Class,42,task_matrices/adapted_malcl__az_class__seed_42.json,V15.4 common task-matrix derivation for AIA/forgetting; unchanged source for other metrics,37.57917978418698,40.04000980130101,13.802379591598314,34.74731349925126,32.8372756608885,45.47999188316822
AHR-MalCL-HR (hybrid_random_buffer),AZ-Class,43,task_matrices/anchored_hr__az_class__seed_43.json,V15.4 common task-matrix derivation for AIA/forgetting; unchanged source for other metrics,74.7509802495242,74.93004578947047,7.792500000000005,67.81164512983428,72.02082334337632,83.51603147915407
ER (standard),AZ-Class,43,task_matrices/er__az_class__seed_43.json,V15.4 common task-matrix derivation for AIA/forgetting; unchanged source for other metrics,72.08354287717775,75.70229532888945,26.578120844018592,66.67384638722119,71.70660530360611,80.648271442262
DER++ (standard),AZ-Class,43,task_matrices/derpp__az_class__seed_43.json,V15.4 common task-matrix derivation for AIA/forgetting; unchanged source for other metrics,74.18562525847037,76.44996280008617,23.94665587245522,66.94651980985687,72.96149154940655,81.79997845317334
protocol-matched adapted MalCL baseline,AZ-Class,43,task_matrices/adapted_malcl__az_class__seed_43.json,V15.4 common task-matrix derivation for AIA/forgetting; unchanged source for other metrics,26.668717382127976,39.88800450266346,7.378770469050259,32.131623282965215,34.768740787748385,44.90875628174091
AHR-MalCL-HR (hybrid_random_buffer),AZ-Class,44,task_matrices/anchored_hr__az_class__seed_44.json,V15.4 common task-matrix derivation for AIA/forgetting; unchanged source for other metrics,74.79624265449895,76.72197748226635,7.50348,67.93185301303976,71.43605075477201,83.37593429685971
ER (standard),AZ-Class,44,task_matrices/er__az_class__seed_44.json,V15.4 common task-matrix derivation for AIA/forgetting; unchanged source for other metrics,75.47152567466985,77.58416107417622,22.709865825615687,71.93437407786539,74.18598388233698,84.69325613823538
DER++ (standard),AZ-Class,44,task_matrices/derpp__az_class__seed_44.json,V15.4 common task-matrix derivation for AIA/forgetting; unchanged source for other metrics,76.16855320341574,78.58217806153006,22.181356056115114,72.48873358122006,74.792863456894,84.69445750030773
protocol-matched adapted MalCL baseline,AZ-Class,44,task_matrices/adapted_malcl__az_class__seed_44.json,V15.4 common task-matrix derivation for AIA/forgetting; unchanged source for other metrics,25.522210407502318,47.55152152422275,16.712284014760343,35.16177711109092,39.28060092052284,46.455937360322054
AHR-MalCL-HR (hybrid_random_buffer),AZ-Class,45,task_matrices/anchored_hr__az_class__seed_45.json,V15.4 common task-matrix derivation for AIA/forgetting; unchanged source for other metrics,73.2935822905786,77.41134386216817,8.188270000000001,68.18523765079041,71.74700980045489,84.44721903431223
ER (standard),AZ-Class,45,task_matrices/er__az_class__seed_45.json,V15.4 common task-matrix derivation for AIA/forgetting; unchanged source for other metrics,67.51284615602265,75.58106218833316,32.20419201245595,70.01147107736455,68.03831058796248,77.52649637610565
DER++ (standard),AZ-Class,45,task_matrices/derpp__az_class__seed_45.json,V15.4 common task-matrix derivation for AIA/forgetting; unchanged source for other metrics,61.150384841085724,74.71056190216214,39.144294118207924,68.45988304376382,65.50131448285114,73.12688688729425
protocol-matched adapted MalCL baseline,AZ-Class,45,task_matrices/adapted_malcl__az_class__seed_45.json,V15.4 common task-matrix derivation for AIA/forgetting; unchanged source for other metrics,29.004630231228806,39.55008186187632,23.094130239430243,33.099225150588104,32.00709854524108,41.574937027239805
AHR-MalCL-HR (hybrid_random_buffer),AZ-Class,46,task_matrices/anchored_hr__az_class__seed_46.json,V15.4 common task-matrix derivation for AIA/forgetting; unchanged source for other metrics,75.88953437104986,73.89551937768464,8.813810000000002,67.08928095771715,71.25520764828012,83.18227327030237
ER (standard),AZ-Class,46,task_matrices/er__az_class__seed_46.json,V15.4 common task-matrix derivation for AIA/forgetting; unchanged source for other metrics,78.80831208732248,75.22211633563049,19.690447705429754,70.28768744521656,72.75462520145723,83.6205002546014
DER++ (standard),AZ-Class,46,task_matrices/derpp__az_class__seed_46.json,V15.4 common task-matrix derivation for AIA/forgetting; unchanged source for other metrics,80.27111311980953,74.12496023376899,17.881296496784778,70.71494943277577,73.34646088612313,84.28300487454334
protocol-matched adapted MalCL baseline,AZ-Class,46,task_matrices/adapted_malcl__az_class__seed_46.json,V15.4 common task-matrix derivation for AIA/forgetting; unchanged source for other metrics,32.007570029745494,47.80314759275813,10.355887110991741,37.36288014755007,39.3547120746228,50.578808842228916
AHR-MalCL-HR (hybrid_random_buffer),AZ-Class,47,task_matrices/anchored_hr__az_class__seed_47.json,V15.4 common task-matrix derivation for AIA/forgetting; unchanged source for other metrics,71.49122182870579,76.68362328204599,10.665750000000001,67.99011347658954,71.57754675811479,83.90096706996201
ER (standard),AZ-Class,47,task_matrices/er__az_class__seed_47.json,V15.4 common task-matrix derivation for AIA/forgetting; unchanged source for other metrics,73.27544478835505,78.60950594177758,26.099148743690332,70.69138975200673,72.50333216449152,84.65809101750943
DER++ (standard),AZ-Class,47,task_matrices/derpp__az_class__seed_47.json,V15.4 common task-matrix derivation for AIA/forgetting; unchanged source for other metrics,74.47918094236505,79.05478026377683,24.602013899679996,71.77262348019197,73.38756835110387,85.33017562664595
protocol-matched adapted MalCL baseline,AZ-Class,47,task_matrices/adapted_malcl__az_class__seed_47.json,V15.4 common task-matrix derivation for AIA/forgetting; unchanged source for other metrics,27.586638196957136,47.75332741789485,20.775376626318955,37.94988237308696,33.37042781490642,48.54660705926713
AHR-MalCL-HR (hybrid_random_buffer),AZ-Class,48,task_matrices/anchored_hr__az_class__seed_48.json,V15.4 common task-matrix derivation for AIA/forgetting; unchanged source for other metrics,76.42847766483371,74.82939070311363,7.457269999999997,67.66846578913282,71.84082954305882,84.04467751882041
ER (standard),AZ-Class,48,task_matrices/er__az_class__seed_48.json,V15.4 common task-matrix derivation for AIA/forgetting; unchanged source for other metrics,79.8063330593449,76.20761347978731,18.471635626426448,71.79063679328054,75.99981052260597,85.91524303561867
DER++ (standard),AZ-Class,48,task_matrices/derpp__az_class__seed_48.json,V15.4 common task-matrix derivation for AIA/forgetting; unchanged source for other metrics,81.54349888347733,76.9188007099606,16.23243401264742,72.3174367975481,76.39626691147909,86.3322710033771
protocol-matched adapted MalCL baseline,AZ-Class,48,task_matrices/adapted_malcl__az_class__seed_48.json,V15.4 common task-matrix derivation for AIA/forgetting; unchanged source for other metrics,25.395163407392467,45.79377399252613,9.632326237094336,35.78773993600561,38.06910461569222,48.7949202223538
AHR-MalCL-HR (hybrid_random_buffer),AZ-Class,49,task_matrices/anchored_hr__az_class__seed_49.json,V15.4 common task-matrix derivation for AIA/forgetting; unchanged source for other metrics,70.63514920506762,76.04804615229259,10.538040000000004,67.33719876395786,70.85173418649786,83.44447229575634
ER (standard),AZ-Class,49,task_matrices/er__az_class__seed_49.json,V15.4 common task-matrix derivation for AIA/forgetting; unchanged source for other metrics,75.041039328691,75.04553037989292,24.4809462693874,71.73734033022059,74.12945302025823,85.7208890870376
DER++ (standard),AZ-Class,49,task_matrices/derpp__az_class__seed_49.json,V15.4 common task-matrix derivation for AIA/forgetting; unchanged source for other metrics,76.95327258100568,71.98962380481227,22.232255165369256,72.50137480586656,75.06180559901439,86.14101159432575
protocol-matched adapted MalCL baseline,AZ-Class,49,task_matrices/adapted_malcl__az_class__seed_49.json,V15.4 common task-matrix derivation for AIA/forgetting; unchanged source for other metrics,31.870390571514772,45.5843231703657,19.555911294585087,37.94621553969034,38.115983910131376,48.55993983014336
AHR-MalCL-HR (hybrid_random_buffer),AZ-Class,50,task_matrices/anchored_hr__az_class__seed_50.json,V15.4 common task-matrix derivation for AIA/forgetting; unchanged source for other metrics,70.13122177602533,79.20645017561871,8.995709999999999,67.71273570185392,71.64554005774471,83.70574498079405
ER (standard),AZ-Class,50,task_matrices/er__az_class__seed_50.json,V15.4 common task-matrix derivation for AIA/forgetting; unchanged source for other metrics,68.31510765880185,78.12129724445953,31.229127475202134,71.19890480517893,70.00949053247724,83.12753103460541
DER++ (standard),AZ-Class,50,task_matrices/derpp__az_class__seed_50.json,V15.4 common task-matrix derivation for AIA/forgetting; unchanged source for other metrics,58.56652201473898,77.29440028942498,42.04394269928752,68.05707723628255,61.101663719017715,74.87271681289187
protocol-matched adapted MalCL baseline,AZ-Class,50,task_matrices/adapted_malcl__az_class__seed_50.json,V15.4 common task-matrix derivation for AIA/forgetting; unchanged source for other metrics,24.133211364098837,48.00836311707769,21.753337776967832,33.719667242520096,35.27045612329831,46.561519510585796
AHR-MalCL-HR (hybrid_random_buffer),AZ-Class,51,task_matrices/anchored_hr__az_class__seed_51.json,V15.4 common task-matrix derivation for AIA/forgetting; unchanged source for other metrics,74.84896634962126,73.49274929425043,11.761430000000002,67.33670491251337,70.62537963431758,83.03780705688955
ER (standard),AZ-Class,51,task_matrices/er__az_class__seed_51.json,V15.4 common task-matrix derivation for AIA/forgetting; unchanged source for other metrics,78.98208751924652,76.01437233221205,20.447935088645323,72.38847031323944,74.7341378707405,85.45740918963664
DER++ (standard),AZ-Class,51,task_matrices/derpp__az_class__seed_51.json,V15.4 common task-matrix derivation for AIA/forgetting; unchanged source for other metrics,80.04393877045261,75.82131137753332,19.189056230002983,73.30462132218005,75.27727040362385,86.22955873877395
protocol-matched adapted MalCL baseline,AZ-Class,51,task_matrices/adapted_malcl__az_class__seed_51.json,V15.4 common task-matrix derivation for AIA/forgetting; unchanged source for other metrics,33.74411277114153,40.024104269669245,14.061750941176705,34.32080615231817,32.63645738404144,49.268662738013404
